248057; Tourte_au_confit_de_canard_et_aux_pommes; frigo; canard confit, oignon, pomme, vin blanc, farine, gras de canard, sel, poivre
248060; Magret_Fume; frigo; magret, sel, poivre
248063; Tarte_aux_bleuets_cuite; frigo; bleuets, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
248066; Tarte_aux_quatre_fuits_cuite; frigo; framboises, fraises, pommes, bleuets, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
248068; Tarte_cremeuse_au_sirop_derable_cuite; frigo; sirop d'érable, crème, sucre, amidon. croute: farine de blé enrichie, graisse végétale, eau, oeuf, lait, vinaigre, sel.
248076; Croute_a_tarte_abaissee_dans_une_assiette; congelo; farine moulin la pierre, graisse végétale, eau, lait, oeufs
248080; Petits_pains_farcies_au_jambon; congelo; jambon de la jambonnière, mayonnaise, moutarde de dijon, pain blanc
248084; Sauce_a_la_viande; frigo; boeuf et porc régional, tomate, oignon, carotte, céleri, poivron et épices
248088; Barre_de_chocolat_noir_Valrhona_Tainori_64; tablette; pâte de cacao,sucre roux, beurre de cacao,lécithine de soja,vanille naturelle.
248090; Ensemble_de_roses; tablette; sucre de canne roux, beurre de cacao, lait entier en poudre, pâte de cacao, vanille en poudre 
248095; Pates_fraiches_au_pesto_et_aux_tomates; frigo;  semoule de blé dur, tomates, basilic,huile d'olive,parmesan,noix de pin, oeuf
248096; Ravioli_aux_epinards_et_chevre; congelo; semoule de blé dur, fromage de chèvre, épinard, oeufs, chapelure de pain,sel,poivre
248101; Ravioli_aux_legumes_grilles; congelo; semoule de blé dur, carotte,oignon, aubergine, courgette, céleri, oeufs, chapelure de pain
248102; Ravioli_aux_champignons_fumes_et_chevre; congelo; semoule de blé dur, fromage de chèvre,portobello fumé, oeufs, chapelure de pain,sel,poivre
248116; VIANDE_HACHEE_A_LERABLE; congelo; lapin, eau, chapelure, blé grillé, sel, fécule tap,  sirop d'érable, érythorbate sodium, épices, saveur artificielle, caramel
249023; Roti_de_pointe_de_surlonge_de_wapiti; congelo; wapiti
249042; Sirop_derable_categorie_Ambre_anciennement_Clair_no1; tablette; sirop d'érable
249048; Beurre_derable; congelo; sirop d'érable
249050; Tire_derable; congelo; sirop d'érable
249075; Beignets_au_sirop_derable; tablette; farine de blé enrichie, sucre, huile végétale, poudre à pâte, farine de soya, poudre de lactosérum et de lait écrémé, jaune d'oeuf en poudre, dextrose, sel, amidon de blé, lécithine de soya, colorant alimentaire, arôme artificiel, silicate de sodium et d'aluminium. trempés dans du sirop d'érable. 
249079; Tarte_aux_framboises_et_aux_pommes_cuite; frigo; framboises, pommes, sirop d'érable, sucre, amidon. croute: farine de blé enrichie, graisse végérale,eau, vinaigre, sel, oeuf et lait.
249082; Saucisse_au_foie_gras_et_viande_de_canard; congelo; poitrine de canard, foie gras, vin blanc, oignon, oeufs, sel,muscade, piment cayenne, boyau d'agneau
249085; Muffins_aux_bananes; congelo; farine blé moulin la pierre, bananes, sucre bio, beurre, crème sûre, oeufs, aromates
